_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,_answers_hidden,category,orig__golden,ar,category_gold,category_gold_reason,distractor_1,distractor_2,image_path,image_url,is_control,option1,option2,option3
3548122479,2/7/2024 11:27:35,true,6744757104,,2/7/2024 11:20:48,false,cf_internal,0.9545,45518994,NL,North Holland,Amsterdam,213.124.222.48,false,I should eat meals at Burger King because they have many options to choose from.,TRUE,I should eat meals at Burger King because they have many options to choose from.,I should eat meals at Burger King because they have many options to choose from.,"Option 2 is incorrect because the reported reason to meat at Burger King (‘they have all genders’) does not make sense in the context of the ad. Option 3 is also incorrect, as the ad is not specifically about mushrooms, but more generally about Burger King. Therefore, the correct answer is option 1, which mentions the right advertised product (Burger King meals) and a reason to eat them (having many options) which is supported by the multiple meals featured in the ad.",I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers,19078.jpg,https://live.staticflickr.com/65535/53495260423_100e7e991d_b.jpg,Yes,I should eat meals at Burger King because they have many options to choose from.,I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers
3548122479,2/9/2024 13:01:09,true,6745243828,,2/9/2024 12:31:32,false,cf_internal,0.9375,47624445,IT,Lombardy,Milan,93.47.165.23,false,I should eat meals at Burger King because they have many options to choose from.,TRUE,I should eat meals at Burger King because they have many options to choose from.,I should eat meals at Burger King because they have many options to choose from.,"Option 2 is incorrect because the reported reason to meat at Burger King (‘they have all genders’) does not make sense in the context of the ad. Option 3 is also incorrect, as the ad is not specifically about mushrooms, but more generally about Burger King. Therefore, the correct answer is option 1, which mentions the right advertised product (Burger King meals) and a reason to eat them (having many options) which is supported by the multiple meals featured in the ad.",I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers,19078.jpg,https://live.staticflickr.com/65535/53495260423_100e7e991d_b.jpg,Yes,I should eat meals at Burger King because they have many options to choose from.,I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers
3548122479,2/10/2024 13:28:07,true,6745404275,,2/10/2024 13:16:44,false,cf_internal,0.9,47625883,IT,Veneto,Verona,80.104.54.3,false,I should eat meals at Burger King because they have many options to choose from.,TRUE,I should eat meals at Burger King because they have many options to choose from.,I should eat meals at Burger King because they have many options to choose from.,"Option 2 is incorrect because the reported reason to meat at Burger King (‘they have all genders’) does not make sense in the context of the ad. Option 3 is also incorrect, as the ad is not specifically about mushrooms, but more generally about Burger King. Therefore, the correct answer is option 1, which mentions the right advertised product (Burger King meals) and a reason to eat them (having many options) which is supported by the multiple meals featured in the ad.",I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers,19078.jpg,https://live.staticflickr.com/65535/53495260423_100e7e991d_b.jpg,Yes,I should eat meals at Burger King because they have many options to choose from.,I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers
3548122479,2/12/2024 20:59:47,true,6748007687,,2/12/2024 20:55:55,false,cf_internal,1.0,47628873,IT,Piedmont,Turin,176.242.8.34,false,I should eat meals at Burger King because they have many options to choose from.,TRUE,I should eat meals at Burger King because they have many options to choose from.,I should eat meals at Burger King because they have many options to choose from.,"Option 2 is incorrect because the reported reason to meat at Burger King (‘they have all genders’) does not make sense in the context of the ad. Option 3 is also incorrect, as the ad is not specifically about mushrooms, but more generally about Burger King. Therefore, the correct answer is option 1, which mentions the right advertised product (Burger King meals) and a reason to eat them (having many options) which is supported by the multiple meals featured in the ad.",I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers,19078.jpg,https://live.staticflickr.com/65535/53495260423_100e7e991d_b.jpg,Yes,I should eat meals at Burger King because they have many options to choose from.,I should eat at Burger King because they have all genders,I should eat mushrooms because they are used in burgers
3548122480,1/30/2024 14:20:59,true,6742885246,,1/30/2024 14:11:23,false,cf_internal,0.9444,47607351,NL,07,Amsterdam,145.109.127.180,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/1/2024 00:30:08,true,6743285962,,2/1/2024 00:25:01,false,cf_internal,0.95,47610448,IT,04,Naples,93.44.27.73,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/2/2024 20:47:28,true,6743849921,,2/2/2024 20:41:24,false,cf_internal,1.0,47614049,GB,N6,Sunderland,95.147.179.24,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/3/2024 15:55:29,true,6743986719,,2/3/2024 15:50:36,false,cf_internal,1.0,47615069,GB,England,Lambeth,90.201.152.159,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/4/2024 10:46:37,true,6744021610,,2/4/2024 10:39:12,false,cf_internal,1.0,47615961,NL,North Holland,Amsterdam,80.114.162.67,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/4/2024 11:08:17,true,6744022321,,2/4/2024 11:00:35,false,cf_internal,1.0,47023704,NL,South Holland,The Hague,77.173.18.215,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/4/2024 11:35:38,true,6744023269,,2/4/2024 11:29:13,false,cf_internal,0.9545,47615999,NL,South Holland,The Hague,77.173.18.215,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/4/2024 14:20:26,true,6744027634,,2/4/2024 14:13:47,false,cf_internal,0.9286,47614810,FR,Occitanie,Toulouse,88.126.100.138,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/4/2024 22:24:58,true,6744043308,,2/4/2024 22:16:34,false,cf_internal,0.9545,47616572,IT,Veneto,Venice,101.56.218.222,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/6/2024 14:08:25,true,6744517531,,2/6/2024 13:54:56,false,cf_internal,0.9375,47619647,NL,North Holland,Amsterdam,80.56.159.166,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/6/2024 22:05:01,true,6744548685,,2/6/2024 22:01:13,false,cf_internal,0.9545,47620362,NL,South Holland,Rotterdam,93.117.202.113,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/7/2024 08:35:00,true,6744718026,,2/7/2024 08:28:11,false,cf_internal,0.95,47620980,NL,North Holland,Amsterdam,195.240.132.201,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/7/2024 10:17:38,true,6744741380,,2/7/2024 10:06:55,false,cf_internal,0.9545,45518994,NL,North Holland,Amsterdam,213.124.222.48,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/9/2024 13:01:09,true,6745243831,,2/9/2024 12:31:32,false,cf_internal,0.9375,47624445,IT,Lombardy,Milan,93.47.165.23,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/10/2024 12:24:38,true,6745402637,,2/10/2024 12:15:00,false,cf_internal,0.9286,47625852,RO,Bucureti,Bucharest,82.137.33.240,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/10/2024 12:55:22,true,6745403521,,2/10/2024 12:47:10,false,cf_internal,0.9,47625883,IT,Veneto,Verona,80.104.54.3,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122480,2/12/2024 20:59:47,true,6748007634,,2/12/2024 20:55:55,false,cf_internal,1.0,47628873,IT,Piedmont,Turin,176.242.8.34,false,I should buy a Toshiba printer/copier  because it does multiple things,TRUE,I should buy a Toshiba printer/copier  because it does multiple things ,I should buy a Toshiba printer/copier  because it does multiple things ,"The object advertised is a sophisticated printer, not a camera, so the first option should be discarded. The last answer, although not completely wrong, is nevertheless much less specific compared to the second one, which mentions both the object advertised (a printer) and a reason to buy it (doing multiple things) that is clearly related to the text present in the ad (""An all-in-one that does-it-all"").",I should buy this camera because it captures color realy well,I should shop at a this store because they have many items.,148731.jpg,https://live.staticflickr.com/65535/53472290450_b9b0b0a581_o.jpg,Yes,I should buy this camera because it captures color realy well,I should buy a Toshiba printer/copier  because it does multiple things ,I should shop at a this store because they have many items.
3548122481,1/30/2024 14:20:59,true,6742885242,,1/30/2024 14:11:23,false,cf_internal,0.9444,47607351,NL,07,Amsterdam,145.109.127.180,false,I should buy this triple double crunchwrap because it looks delicious.,TRUE,I should buy this triple double crunchwrap because it looks delicious.,I should buy this triple double crunchwrap because it looks delicious.,"Option 1 is incorrect because the sentence is incoherent both in itself and in the context of the ad (the fact that “hours may vary by location” is not an good reason to buy the wrap). Option 2 is also incorrect for a similar reason (the “double triple participating locations” are not a good reason to buy the crunchwrap). Therefore, the correct answer is option 3, as it mentions the full name of the product (“triple double crunchwrap”) and a plausible reason to buy it (“it looks delicious”) .",I should buy this wrap with lettuce because hours may vary by location,I should buy this crunchwrap because of double triple participating locations,13020.jpg,https://live.staticflickr.com/65535/53495876600_b4dc1b378d_o.jpg,Yes,I should buy this wrap with lettuce because hours may vary by location,I should buy this crunchwrap because of double triple participating locations,I should buy this triple double crunchwrap because it looks delicious.
